date,state,contact_method,age_group,gender,scam_category,scam_type,amount_lost,reports,year,month,month_name,source
2025-05-01,Western Australia,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,5,May,NASC
2025-05-01,Western Australia,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,5,May,NASC
2025-06-01,Western Australia,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,4,2025,6,June,NASC
2025-06-01,Western Australia,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,6,June,NASC
2025-06-01,Western Australia,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,6,June,NASC
2025-06-01,Western Australia,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,6,June,NASC
2025-06-01,Western Australia,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,4,2025,6,June,NASC
2025-06-01,Western Australia,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,6,June,NASC
2025-07-01,Western Australia,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,7,July,NASC
2025-07-01,Western Australia,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,7,July,NASC
2025-07-01,Western Australia,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,5,2025,7,July,NASC
2025-07-01,Western Australia,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,6,2025,7,July,NASC
2025-07-01,Western Australia,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,7,July,NASC
2025-07-01,Western Australia,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,7,July,NASC
2025-07-01,Western Australia,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,7,July,NASC
2025-08-01,Western Australia,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,8,August,NASC
2025-08-01,Western Australia,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,8,August,NASC
2025-08-01,Western Australia,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,8,August,NASC
2025-08-01,Western Australia,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,8,August,NASC
2025-01-01,Western Australia,Text message,35 - 44,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,0.0,1,2025,1,January,NASC
2025-01-01,Western Australia,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,2400.0,4,2025,1,January,NASC
2025-01-01,Western Australia,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,1,January,NASC
2025-01-01,Western Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,0.0,4,2025,1,January,NASC
2025-01-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,1,January,NASC
2025-02-01,Western Australia,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,2,February,NASC
2025-02-01,Western Australia,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,2,February,NASC
2025-02-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,2,February,NASC
2025-02-01,Western Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,2,February,NASC
2025-03-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,3,March,NASC
2025-03-01,Western Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,3,March,NASC
2025-03-01,Western Australia,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,40520.0,3,2025,3,March,NASC
2025-03-01,Western Australia,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,3,March,NASC
2025-04-01,Western Australia,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,4,April,NASC
2025-04-01,Western Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,0.0,5,2025,4,April,NASC
2025-04-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,4,April,NASC
2025-04-01,Western Australia,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,4,April,NASC
2025-05-01,Western Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,2989.9,2,2025,5,May,NASC
2025-05-01,Western Australia,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,2500.0,4,2025,5,May,NASC
2025-05-01,Western Australia,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,5,May,NASC
2025-05-01,Western Australia,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,0.0,4,2025,5,May,NASC
2025-05-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,5,2025,5,May,NASC
2025-06-01,Western Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,6,June,NASC
2025-06-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,6,June,NASC
2025-06-01,Western Australia,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,6,June,NASC
2025-06-01,Western Australia,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,6,June,NASC
2025-06-01,Western Australia,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,6,June,NASC
2025-07-01,Western Australia,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,7,July,NASC
2025-07-01,Western Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,0.0,4,2025,7,July,NASC
2025-07-01,Western Australia,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,4676.16,7,2025,7,July,NASC
2025-07-01,Western Australia,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,7,July,NASC
2025-07-01,Western Australia,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,7,July,NASC
2025-07-01,Western Australia,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,7,July,NASC
2025-08-01,Western Australia,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,8,August,NASC
2025-08-01,Western Australia,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,6800.0,4,2025,8,August,NASC
2025-08-01,Western Australia,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,8,August,NASC
2025-08-01,Western Australia,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,8,August,NASC
2025-01-01,Western Australia,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,4,2025,1,January,NASC
2025-02-01,Western Australia,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,2,February,NASC
2025-03-01,Western Australia,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,7,2025,3,March,NASC
2025-04-01,Western Australia,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,4,April,NASC
2025-05-01,Western Australia,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,9,2025,5,May,NASC
2025-06-01,Western Australia,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,6,2025,6,June,NASC
2025-07-01,Western Australia,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,7,2025,7,July,NASC
2025-08-01,Western Australia,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,4298.0,7,2025,8,August,NASC
2025-01-01,Queensland,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,6,2025,1,January,NASC
2025-03-01,Queensland,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,4800.0,6,2025,3,March,NASC
2025-04-01,Queensland,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,4,April,NASC
2025-05-01,Queensland,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,5,May,NASC
2025-06-01,Queensland,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,8,2025,6,June,NASC
2025-07-01,Queensland,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,4,2025,7,July,NASC
2025-08-01,Queensland,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,8,August,NASC
2025-01-01,Queensland,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,1,January,NASC
2025-01-01,Queensland,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,1,January,NASC
2025-01-01,Queensland,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,1,January,NASC
2025-01-01,Queensland,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,1,January,NASC
2025-02-01,Queensland,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,2,February,NASC
2025-02-01,Queensland,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,1057.0,4,2025,2,February,NASC
2025-02-01,Queensland,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,2,February,NASC
2025-02-01,Queensland,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,0.0,5,2025,2,February,NASC
2025-02-01,Queensland,Text message,Under 18,Male,Attempts to gain your personal information,Identity theft,6300.0,2,2025,2,February,NASC
2025-03-01,Queensland,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,3,March,NASC
2025-03-01,Queensland,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,3,March,NASC
2025-03-01,Queensland,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,3,March,NASC
2025-03-01,Queensland,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,3,March,NASC
2025-03-01,Queensland,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,3,March,NASC
2025-04-01,Queensland,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,4,April,NASC
2025-04-01,Queensland,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,4,April,NASC
2025-04-01,Queensland,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,4,April,NASC
2025-05-01,Queensland,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,0.0,5,2025,5,May,NASC
2025-05-01,Queensland,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,5,May,NASC
2025-05-01,Queensland,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,5,May,NASC
2025-05-01,Queensland,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,4,2025,5,May,NASC
2025-05-01,Queensland,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,5,May,NASC
2025-06-01,Queensland,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,6,June,NASC
2025-06-01,Queensland,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,5,2025,6,June,NASC
2025-06-01,Queensland,Text message,Under 18,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,6,June,NASC
2025-06-01,Queensland,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,945.0,5,2025,6,June,NASC
2025-07-01,Queensland,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,7,July,NASC
2025-07-01,Queensland,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,7,July,NASC
2025-07-01,Queensland,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,7,July,NASC
2025-08-01,Queensland,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,8,August,NASC
2025-08-01,Queensland,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,8,August,NASC
2025-08-01,Queensland,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,8,August,NASC
2025-08-01,Queensland,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,8,August,NASC
2025-08-01,Queensland,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,3227.05,5,2025,8,August,NASC
2025-01-01,Queensland,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,1226.0,6,2025,1,January,NASC
2025-02-01,Queensland,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,2,February,NASC
2025-03-01,Queensland,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,5,2025,3,March,NASC
2025-04-01,Queensland,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,4,2025,4,April,NASC
2025-05-01,Queensland,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,5,May,NASC
2025-06-01,Queensland,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,8,2025,6,June,NASC
2025-07-01,Queensland,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,1626.89,9,2025,7,July,NASC
2025-08-01,Queensland,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,8,August,NASC
2025-03-01,Queensland,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,0.0,1,2025,3,March,NASC
2025-06-01,Queensland,Text message,45 - 54,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,0.0,1,2025,6,June,NASC
2025-06-01,Queensland,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,0.0,1,2025,6,June,NASC
2025-07-01,Queensland,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,0.0,1,2025,7,July,NASC
2025-08-01,Queensland,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,0.0,2,2025,8,August,NASC
2025-01-01,Queensland,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,1,January,NASC
2025-02-01,Queensland,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,1100.0,3,2025,2,February,NASC
2025-02-01,Queensland,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,2,February,NASC
2025-03-01,Queensland,Text message,Under 18,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,3,March,NASC
2025-03-01,Queensland,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,4,2025,3,March,NASC
2025-04-01,Queensland,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,4,April,NASC
2025-04-01,Queensland,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,4,April,NASC
2025-04-01,Queensland,Text message,Under 18,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,4,April,NASC
2025-05-01,Queensland,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,8,2025,5,May,NASC
2025-05-01,Queensland,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,5,May,NASC
2025-06-01,Queensland,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,4,2025,6,June,NASC
2025-06-01,Queensland,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,6,June,NASC
2025-07-01,Queensland,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,4,2025,7,July,NASC
2025-07-01,Queensland,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,500.0,2,2025,7,July,NASC
2025-08-01,Queensland,Text message,25 - 34,Female,Attempts to gain your personal information,Identity theft,0.0,2,2025,8,August,NASC
2025-08-01,Queensland,Text message,18 - 24,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,8,August,NASC
2025-01-01,Queensland,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,1,January,NASC
2025-02-01,Queensland,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,0.0,6,2025,2,February,NASC
2025-03-01,Queensland,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,0.0,4,2025,3,March,NASC
2025-04-01,Queensland,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,4,April,NASC
2025-05-01,Queensland,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,0.0,6,2025,5,May,NASC
2025-06-01,Queensland,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,0.0,1,2025,6,June,NASC
2025-07-01,Queensland,Text message,35 - 44,Female,Attempts to gain your personal information,Identity theft,0.0,11,2025,7,July,NASC
2025-01-01,Queensland,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,1,January,NASC
2025-02-01,Queensland,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,1929.9,7,2025,2,February,NASC
2025-03-01,Queensland,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,0.0,8,2025,3,March,NASC
2025-04-01,Queensland,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,4,April,NASC
2025-05-01,Queensland,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,0.0,10,2025,5,May,NASC
2025-06-01,Queensland,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,0.0,6,2025,6,June,NASC
2025-07-01,Queensland,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,4084.79,6,2025,7,July,NASC
2025-08-01,Queensland,Text message,45 - 54,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,8,August,NASC
2025-01-01,Queensland,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,1899.99,2,2025,1,January,NASC
2025-02-01,Queensland,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,0.0,4,2025,2,February,NASC
2025-03-01,Queensland,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,2098.61,8,2025,3,March,NASC
2025-04-01,Queensland,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,7463.95,6,2025,4,April,NASC
2025-05-01,Queensland,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,5,May,NASC
2025-06-01,Queensland,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,0.0,7,2025,6,June,NASC
2025-07-01,Queensland,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,0.0,8,2025,7,July,NASC
2025-08-01,Queensland,Text message,55 - 64,Female,Attempts to gain your personal information,Identity theft,4500.0,5,2025,8,August,NASC
2025-01-01,Queensland,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,1,January,NASC
2025-02-01,Queensland,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,3538.39,7,2025,2,February,NASC
2025-03-01,Queensland,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,0.0,5,2025,3,March,NASC
2025-04-01,Queensland,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,1700.0,6,2025,4,April,NASC
2025-05-01,Queensland,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,6258.0,8,2025,5,May,NASC
2025-06-01,Queensland,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,0.0,7,2025,6,June,NASC
2025-07-01,Queensland,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,0.0,12,2025,7,July,NASC
2025-08-01,Queensland,Text message,65 and over,Female,Attempts to gain your personal information,Identity theft,0.0,4,2025,8,August,NASC
2025-01-01,Queensland,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,6,2025,1,January,NASC
2025-02-01,Queensland,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,5,2025,2,February,NASC
2025-03-01,Queensland,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,3,2025,3,March,NASC
2025-04-01,Queensland,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,11,2025,4,April,NASC
2025-05-01,Queensland,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,8,2025,5,May,NASC
2025-06-01,Queensland,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,10,2025,6,June,NASC
2025-07-01,Queensland,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,15,2025,7,July,NASC
2025-08-01,Queensland,Text message,Unspecified,Female,Attempts to gain your personal information,Identity theft,0.0,8,2025,8,August,NASC
2025-01-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,3500.0,13,2025,1,January,NASC
2025-02-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,5,2025,2,February,NASC
2025-03-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,5,2025,3,March,NASC
2025-04-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,4,April,NASC
2025-05-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,500.0,16,2025,5,May,NASC
2025-06-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,8,2025,6,June,NASC
2025-07-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,6,2025,7,July,NASC
2025-08-01,Victoria,Text message,65 and over,Male,Attempts to gain your personal information,Identity theft,0.0,5,2025,8,August,NASC
2025-01-01,Victoria,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,7500.0,7,2025,1,January,NASC
2025-02-01,Victoria,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,2,February,NASC
2025-03-01,Victoria,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,3,March,NASC
2025-04-01,Victoria,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,5,2025,4,April,NASC
2025-05-01,Victoria,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,4,2025,5,May,NASC
2025-06-01,Victoria,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,12,2025,6,June,NASC
2025-07-01,Victoria,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,6,2025,7,July,NASC
2025-08-01,Victoria,Text message,Unspecified,Male,Attempts to gain your personal information,Identity theft,0.0,7,2025,8,August,NASC
2025-01-01,Victoria,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,1645.65,8,2025,1,January,NASC
2025-01-01,Victoria,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,1,January,NASC
2025-01-01,Victoria,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,255.45,2,2025,1,January,NASC
2025-01-01,Victoria,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,12500.0,4,2025,1,January,NASC
2025-02-01,Victoria,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,2,February,NASC
2025-02-01,Victoria,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,2,February,NASC
2025-02-01,Victoria,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,2000.0,7,2025,2,February,NASC
2025-02-01,Victoria,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,2,February,NASC
2025-03-01,Victoria,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,3,March,NASC
2025-03-01,Victoria,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,3,March,NASC
2025-03-01,Victoria,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,3,March,NASC
2025-03-01,Victoria,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,3,March,NASC
2025-04-01,Victoria,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,4,April,NASC
2025-04-01,Victoria,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,4,April,NASC
2025-04-01,Victoria,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,4,April,NASC
2025-05-01,Victoria,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,2750.0,3,2025,5,May,NASC
2025-05-01,Victoria,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,6500.0,3,2025,5,May,NASC
2025-05-01,Victoria,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,3000.0,3,2025,5,May,NASC
2025-05-01,Victoria,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,5,May,NASC
2025-05-01,Victoria,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,5,May,NASC
2025-05-01,Victoria,Text message,Under 18,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,5,May,NASC
2025-06-01,Victoria,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,9,2025,6,June,NASC
2025-06-01,Victoria,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,6,June,NASC
2025-06-01,Victoria,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,5,2025,6,June,NASC
2025-06-01,Victoria,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,9325.68,6,2025,6,June,NASC
2025-06-01,Victoria,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,6,June,NASC
2025-06-01,Victoria,Text message,Under 18,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,6,June,NASC
2025-07-01,Victoria,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,7,July,NASC
2025-07-01,Victoria,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,4,2025,7,July,NASC
2025-07-01,Victoria,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,5,2025,7,July,NASC
2025-07-01,Victoria,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,7,July,NASC
2025-07-01,Victoria,Text message,Under 18,Male,Attempts to gain your personal information,Identity theft,0.0,2,2025,7,July,NASC
2025-08-01,Victoria,Text message,25 - 34,Male,Attempts to gain your personal information,Identity theft,0.0,5,2025,8,August,NASC
2025-08-01,Victoria,Text message,55 - 64,Male,Attempts to gain your personal information,Identity theft,0.0,4,2025,8,August,NASC
2025-08-01,Victoria,Text message,45 - 54,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,8,August,NASC
2025-08-01,Victoria,Text message,35 - 44,Male,Attempts to gain your personal information,Identity theft,0.0,3,2025,8,August,NASC
2025-08-01,Victoria,Text message,18 - 24,Male,Attempts to gain your personal information,Identity theft,0.0,1,2025,8,August,NASC
2025-01-01,Victoria,Text message,45 - 54,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,0.0,1,2025,1,January,NASC
2025-03-01,Victoria,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,0.0,1,2025,3,March,NASC
2025-04-01,Victoria,Text message,Unspecified,X (Indeterminate/Intersex/Unspecified),Attempts to gain your personal information,Identity theft,0.0,2,2025,4,April,NASC
